genus	hgt_candidate	method	RAAU_cluster	blast_algorithm_type	blast_HGT_score	blast_hgt_taxonomy_level	blast_acceptor_lineage_at_hgt_taxonomy_level	blast_acceptor_lca_level	blast_acceptor_best_nonself_match_id	blast_acceptor_max_pident	blast_acceptor_max_bitscore	blast_acceptor_min_evalue	blast_acceptor_num_matches_at_lineage	blast_donor_num_matches_at_lineage	blast_total_num_matches	blast_donor_lineage_at_hgt_taxonomy_level	blast_donor_best_match_full_lineage	blast_donor_best_match_id	blast_donor_best_match_pident	blast_donor_max_bitscore	blast_donor_min_evalue	blast_alien_index	blast_hgt_index	blast_donor_distribution_index	blast_entropy	blast_entropy_normalized	blast_gini	blast_acceptor_sum_bitscore_per_group_01	blast_donor_sum_bitscore_per_group_01	blast_ahs_01_index	blast_transfer_index	blast_transfer_index_p_value	blast_transfer_index_adjusted_p_value	kofamscan_ko	kofamscan_threshold	kofamscan_score	kofamscan_evalue	kofamscan_ko_definition	hmmscan_domain_name	hmmscan_description	hmmscan_sequence_evalue	hmmscan_sequence_score	hmmscan_sequence_bias	hmmscan_best_domain_evalue	hmmscan_best_domain_score	pangenome_num_genes_in_cluster	pangenome_size	gff_seqid	gff_source	gff_feature	gff_start	gff_end	gff_score	gff_strand	gff_frame	gff_attribute	gff_seqid_length	gff_Dbxref	gff_end_range	gff_gbkey	gff_go_component	gff_go_function	gff_go_process	gff_ID	gff_locus_tag	gff_Name	gff_Note	gff_Ontology_term	gff_orig_transcript_id	gff_Parent	gff_partial	gff_product	gff_protein_id	gff_start_range	gff_frame_tally	gff_gene	gff_pseudo	gff_orig_protein_id	gff_transl_table	gff_exception
Pleurotus	SWBT01000032.1_cds_KAF7789600.1_4881_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	species	KAF9360770.1	40.9	77.6	6.38e-16	2	9	85	Metazoa	Eukaryota;Metazoa;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga angustirostris	XP_045721000.1	54.6	120	1.37e-28	29.169378473445207	42.91497975708503	0.9726027397260276	0.7342554324762657	0.2615470622211549	0.19663865546218495	1.2816666666666667	5.976666666666667	4.695	NA	NA	NA	K03283	1116.93	113.3	9.5e-34	heat shock 70kDa protein 1/2/6/8	VOG03107	sp|P12915|POLG_BOVEV Genome polyprotein	2.4e-20	73.3	0	3.2e-20	72.9	1	10	SWBT01000032.1	Genbank	CDS	21421	21987	.	-	0	ID=cds-KAF7789600.1;Parent=rna-gnl|WGS:SWBT|EIP86_000546-T1;Dbxref=NCBI_GP:KAF7789600.1;Name=KAF7789600.1;gbkey=CDS;locus_tag=EIP86_000546;orig_transcript_id=gnl|WGS:SWBT|EIP86_000546-T1;product=hypothetical protein;protein_id=KAF7789600.1	23762	NCBI_GP:KAF7789600.1	NA	CDS	NA	NA	NA	cds-KAF7789600.1	EIP86_000546	KAF7789600.1	NA	NA	gnl|WGS:SWBT|EIP86_000546-T1	rna-gnl|WGS:SWBT|EIP86_000546-T1	NA	hypothetical protein	KAF7789600.1	NA	1	NA	NA	NA	NA	NA
Pleurotus	SWBT01000032.1_cds_KAF7789600.1_4881_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	species	KAF9360770.1	40.9	77.6	6.38e-16	2	73	85	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Arecales;Arecaceae;Cocos;Cocos nucifera	KAG1339203.1	50.8	107	8.47e-25	20.439903425639145	31.852654387865662	0.9726027397260276	0.7342554324762657	0.2615470622211549	0.19663865546218495	1.2816666666666667	41.28333333333333	40.001666666666665	NA	NA	NA	K03283	1116.93	113.3	9.5e-34	heat shock 70kDa protein 1/2/6/8	VOG03107	sp|P12915|POLG_BOVEV Genome polyprotein	2.4e-20	73.3	0	3.2e-20	72.9	1	10	SWBT01000032.1	Genbank	CDS	21421	21987	.	-	0	ID=cds-KAF7789600.1;Parent=rna-gnl|WGS:SWBT|EIP86_000546-T1;Dbxref=NCBI_GP:KAF7789600.1;Name=KAF7789600.1;gbkey=CDS;locus_tag=EIP86_000546;orig_transcript_id=gnl|WGS:SWBT|EIP86_000546-T1;product=hypothetical protein;protein_id=KAF7789600.1	23762	NCBI_GP:KAF7789600.1	NA	CDS	NA	NA	NA	cds-KAF7789600.1	EIP86_000546	KAF7789600.1	NA	NA	gnl|WGS:SWBT|EIP86_000546-T1	rna-gnl|WGS:SWBT|EIP86_000546-T1	NA	hypothetical protein	KAF7789600.1	NA	1	NA	NA	NA	NA	NA
Pleurotus	SWBT01000195.1_cds_KAF7794097.1_7051_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	KAI9143623.1	31	43.3	2.77e-5	4	7	23	Metazoa	Eukaryota;Metazoa;Arthropoda;Insecta;Odonata;Libellulidae;Ladona;Ladona fulva	KAG8228702.1	41	45.7	5.47e-6	1.6221537967594024	5.393258426966305	0.82	1.7900504167841065	0.63762882374420915	0.4037267080745341	3.498933901918977	6.025586353944563	2.526652452025586	NA	NA	NA	K02831	424.43	73	2.3e-21	ser/thr/tyr protein kinase RAD53 [EC:2.7.11.-]	Pkinase	Protein kinase domain	2.3e-13	51.2	0	2.8e-13	50.9	1	10	SWBT01000195.1	Genbank	CDS	2038	2122	.	-	0	ID=cds-KAF7794097.1;Parent=rna-gnl|WGS:SWBT|EIP86_005227-T1;Dbxref=NCBI_GP:KAF7794097.1;Name=KAF7794097.1;end_range=2122,.;gbkey=CDS;locus_tag=EIP86_005227;orig_transcript_id=gnl|WGS:SWBT|EIP86_005227-T1;partial=true;product=hypothetical protein;protein_id=KAF7794097.1	6546	NCBI_GP:KAF7794097.1	2122	CDS	NA	NA	NA	cds-KAF7794097.1	EIP86_005227	KAF7794097.1	NA	NA	gnl|WGS:SWBT|EIP86_005227-T1	rna-gnl|WGS:SWBT|EIP86_005227-T1	TRUE	hypothetical protein	KAF7794097.1	NA	2	NA	NA	NA	NA	NA
Pleurotus	SWBT01000195.1_cds_KAF7794097.1_7051_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	KAI9143623.1	31	43.3	2.77e-5	4	2	23	Other Eukaryota	Eukaryota;Other Eukaryota;Oomycota;unclassified Oomycota class;Lagenidiales;Lagenidiaceae;Lagenidium;Lagenidium giganteum	DAZ95023.1	32.2	46.9	6.55e-7	3.744552456540178	7.98226164079823	0.82	1.7900504167841065	0.63762882374420915	0.4037267080745341	3.498933901918977	1.863539445628998	-1.635394456289979	NA	NA	NA	K02831	424.43	73	2.3e-21	ser/thr/tyr protein kinase RAD53 [EC:2.7.11.-]	Pkinase	Protein kinase domain	2.3e-13	51.2	0	2.8e-13	50.9	1	10	SWBT01000195.1	Genbank	CDS	2038	2122	.	-	0	ID=cds-KAF7794097.1;Parent=rna-gnl|WGS:SWBT|EIP86_005227-T1;Dbxref=NCBI_GP:KAF7794097.1;Name=KAF7794097.1;end_range=2122,.;gbkey=CDS;locus_tag=EIP86_005227;orig_transcript_id=gnl|WGS:SWBT|EIP86_005227-T1;partial=true;product=hypothetical protein;protein_id=KAF7794097.1	6546	NCBI_GP:KAF7794097.1	2122	CDS	NA	NA	NA	cds-KAF7794097.1	EIP86_005227	KAF7794097.1	NA	NA	gnl|WGS:SWBT|EIP86_005227-T1	rna-gnl|WGS:SWBT|EIP86_005227-T1	TRUE	hypothetical protein	KAF7794097.1	NA	2	NA	NA	NA	NA	NA
Pleurotus	SWBT01000225.1_cds_KAF7794605.1_6386_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	KIJ93779.1	88.1	211	6.08e-56	94	1	99	Bacteria	Bacteria;Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas;Luteimonas panaciterrae	WP_226470696.1	92	212	2.2199999999999998e-56	1.0074975000939048	0.4728132387706856	0.8666666666666668	0.35777844270727244	0.12744325268464618	0.16594516594516584	89.91509433962264	1	-88.91509433962264	NA	NA	NA	K00134	406.8	211.3	2.5e-63	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]	VOG01332	REFSEQ hypothetical protein	0.022	15.5	0.2	0.03	15.1	1	10	SWBT01000225.1	Genbank	CDS	42715	43365	.	+	0	ID=cds-KAF7794605.1;Parent=rna-gnl|WGS:SWBT|EIP86_005741-T1;Dbxref=NCBI_GP:KAF7794605.1;Name=KAF7794605.1;gbkey=CDS;locus_tag=EIP86_005741;orig_transcript_id=gnl|WGS:SWBT|EIP86_005741-T1;product=hypothetical protein;protein_id=KAF7794605.1	161810	NCBI_GP:KAF7794605.1	NA	CDS	NA	NA	NA	cds-KAF7794605.1	EIP86_005741	KAF7794605.1	NA	NA	gnl|WGS:SWBT|EIP86_005741-T1	rna-gnl|WGS:SWBT|EIP86_005741-T1	NA	hypothetical protein	KAF7794605.1	NA	1	NA	NA	NA	NA	NA
Pleurotus	SWBT01000241.1_cds_KAF7794725.1_2348_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	genus	KIL70932.1	27.1	47	4.62e-7	3	70	76	Metazoa	Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila hydei	XP_023162024.2	28.2	72.9	1.6e-14	17.17848672680623	43.20266889074229	0.9914285714285714	0.4774066425162883	0.17005567723741216	0.17669172932330823	1.8628257887517143	67.39917695473251	65.53635116598079	NA	NA	NA	K08286	383.3	82.6	2.1999999999999996e-24	protein-serine/threonine kinase [EC:2.7.11.-]	Pkinase	Protein kinase domain	2.9e-21	77.1	0	4e-21	76.6	1	10	SWBT01000241.1	Genbank	CDS	46561	46627	.	+	0	ID=cds-KAF7794725.1;Parent=rna-gnl|WGS:SWBT|EIP86_005863-T1;Dbxref=NCBI_GP:KAF7794725.1;Name=KAF7794725.1;gbkey=CDS;locus_tag=EIP86_005863;orig_transcript_id=gnl|WGS:SWBT|EIP86_005863-T1;product=hypothetical protein;protein_id=KAF7794725.1	71514	NCBI_GP:KAF7794725.1	NA	CDS	NA	NA	NA	cds-KAF7794725.1	EIP86_005863	KAF7794725.1	NA	NA	gnl|WGS:SWBT|EIP86_005863-T1	rna-gnl|WGS:SWBT|EIP86_005863-T1	NA	hypothetical protein	KAF7794725.1	NA	6	NA	NA	NA	NA	NA
Pleurotus	SWBT01000241.1_cds_KAF7794727.1_2350_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	TDL18948.1	29.8	58.5	3.45e-10	8	7	99	Bacteria	Bacteria;Bacteria;unclassified Bacteria phylum;Deltaproteobacteria;unclassified Deltaproteobacteria order;unclassified Deltaproteobacteria family;unclassified Deltaproteobacteria genus;Deltaproteobacteria bacterium	MBC8072248.1	33.9	59.6	3.18e-10	0.08149303425118504	1.8628281117696892	0.969620253164557	1.0899116598517529	0.3882343665520283	0.2554112554112553	6.563182527301093	5.535101404056163	-1.02808112324493	NA	NA	NA	K08286	383.3	148.1	3.2999999999999996e-44	protein-serine/threonine kinase [EC:2.7.11.-]	Pkinase	Protein kinase domain	4.3e-29	102.7	0.1	2.4e-28	100.3	1	10	SWBT01000241.1	Genbank	CDS	50850	51050	.	+	0	ID=cds-KAF7794727.1;Parent=rna-gnl|WGS:SWBT|EIP86_005865-T1;Dbxref=NCBI_GP:KAF7794727.1;Name=KAF7794727.1;gbkey=CDS;locus_tag=EIP86_005865;orig_transcript_id=gnl|WGS:SWBT|EIP86_005865-T1;product=hypothetical protein;protein_id=KAF7794727.1	71514	NCBI_GP:KAF7794727.1	NA	CDS	NA	NA	NA	cds-KAF7794727.1	EIP86_005865	KAF7794727.1	NA	NA	gnl|WGS:SWBT|EIP86_005865-T1	rna-gnl|WGS:SWBT|EIP86_005865-T1	NA	hypothetical protein	KAF7794727.1	NA	7	NA	NA	NA	NA	NA
Pleurotus	SWBT01000241.1_cds_KAF7794727.1_2350_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	TDL18948.1	29.8	58.5	3.45e-10	8	79	99	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Myrtales;Myrtaceae;Rhodamnia;Rhodamnia argentea	XP_030532914.1	24.5	64.1	3.65e-12	4.548817249436961	9.135399673735716	0.969620253164557	1.0899116598517529	0.3882343665520283	0.2554112554112553	6.563182527301093	66.49765990639627	59.93447737909517	NA	NA	NA	K08286	383.3	148.1	3.2999999999999996e-44	protein-serine/threonine kinase [EC:2.7.11.-]	Pkinase	Protein kinase domain	4.3e-29	102.7	0.1	2.4e-28	100.3	1	10	SWBT01000241.1	Genbank	CDS	50850	51050	.	+	0	ID=cds-KAF7794727.1;Parent=rna-gnl|WGS:SWBT|EIP86_005865-T1;Dbxref=NCBI_GP:KAF7794727.1;Name=KAF7794727.1;gbkey=CDS;locus_tag=EIP86_005865;orig_transcript_id=gnl|WGS:SWBT|EIP86_005865-T1;product=hypothetical protein;protein_id=KAF7794727.1	71514	NCBI_GP:KAF7794727.1	NA	CDS	NA	NA	NA	cds-KAF7794727.1	EIP86_005865	KAF7794727.1	NA	NA	gnl|WGS:SWBT|EIP86_005865-T1	rna-gnl|WGS:SWBT|EIP86_005865-T1	NA	hypothetical protein	KAF7794727.1	NA	7	NA	NA	NA	NA	NA
Pleurotus	SWBT01000478.1_cds_KAF7798615.1_9155_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	ORZ39822.1	31.1	67.2	1.58e-12	35	12	82	Metazoa	Eukaryota;Metazoa;Arthropoda;Insecta;Coleoptera;Cerambycidae;Anoplophora;Anoplophora glabripennis	XP_018574845.1	29.5	77	1.17e-15	7.208176377211348	13.592233009708735	0.8642857142857142	1.836088176645188	0.6540278046850798	0.40418118466898967	24.906493506493508	9.39090909090909	-15.515584415584415	NA	NA	NA	K06068	1052.5	96.9	1.1000000000000002e-28	novel protein kinase C delta type [EC:2.7.11.13]	Pkinase	Protein kinase domain	4.6e-25	89.5	0	6.9e-18	66	1	10	SWBT01000478.1	Genbank	CDS	88445	88501	.	-	0	ID=cds-KAF7798615.1;Parent=rna-gnl|WGS:SWBT|EIP86_009837-T1;Dbxref=NCBI_GP:KAF7798615.1;Name=KAF7798615.1;gbkey=CDS;locus_tag=EIP86_009837;orig_transcript_id=gnl|WGS:SWBT|EIP86_009837-T1;product=hypothetical protein;protein_id=KAF7798615.1	177214	NCBI_GP:KAF7798615.1	NA	CDS	NA	NA	NA	cds-KAF7798615.1	EIP86_009837	KAF7798615.1	NA	NA	gnl|WGS:SWBT|EIP86_009837-T1	rna-gnl|WGS:SWBT|EIP86_009837-T1	NA	hypothetical protein	KAF7798615.1	NA	5	NA	NA	NA	NA	NA
Pleurotus	SWBT01000478.1_cds_KAF7798615.1_9155_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	ORZ39822.1	31.1	67.2	1.58e-12	35	5	82	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;Phaeophyceae;Ectocarpales;Ectocarpaceae;Ectocarpus;unclassified Ectocarpus species	CBJ25578.1	32.1	70.1	1.18e-13	2.5944955015553504	4.224326292789499	0.8642857142857142	1.836088176645188	0.6540278046850798	0.40418118466898967	24.906493506493508	3.772727272727273	-21.13376623376623	NA	NA	NA	K06068	1052.5	96.9	1.1000000000000002e-28	novel protein kinase C delta type [EC:2.7.11.13]	Pkinase	Protein kinase domain	4.6e-25	89.5	0	6.9e-18	66	1	10	SWBT01000478.1	Genbank	CDS	88445	88501	.	-	0	ID=cds-KAF7798615.1;Parent=rna-gnl|WGS:SWBT|EIP86_009837-T1;Dbxref=NCBI_GP:KAF7798615.1;Name=KAF7798615.1;gbkey=CDS;locus_tag=EIP86_009837;orig_transcript_id=gnl|WGS:SWBT|EIP86_009837-T1;product=hypothetical protein;protein_id=KAF7798615.1	177214	NCBI_GP:KAF7798615.1	NA	CDS	NA	NA	NA	cds-KAF7798615.1	EIP86_009837	KAF7798615.1	NA	NA	gnl|WGS:SWBT|EIP86_009837-T1	rna-gnl|WGS:SWBT|EIP86_009837-T1	NA	hypothetical protein	KAF7798615.1	NA	5	NA	NA	NA	NA	NA
Pleurotus	SWBT01000513.1_cds_KAF7799261.1_4579_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	class	XP_007390662.1	55.4	41.8	4.38e-5	3	2	5	Metazoa	Eukaryota;Metazoa;Arthropoda;Malacostraca;Isopoda;Idoteidae;Idotea;Idotea baltica	MCL4119880.1	71.4	61.4	5.25e-11	13.634331205749096	37.98449612403102	1	0.9709505944546686	0.3458595800715595	0.25714285714285723	2.013029315960912	1.8550488599348536	-0.15798045602605848	NA	NA	NA	K15042	657.6	149.6	1.3999999999999998e-44	importin subunit alpha-6/7	NA	NA	NA	NA	NA	NA	NA	1	10	SWBT01000513.1	Genbank	CDS	78039	78397	.	+	0	ID=cds-KAF7799261.1;Parent=rna-gnl|WGS:SWBT|EIP86_010493-T1;Dbxref=NCBI_GP:KAF7799261.1;Name=KAF7799261.1;gbkey=CDS;locus_tag=EIP86_010493;orig_transcript_id=gnl|WGS:SWBT|EIP86_010493-T1;product=hypothetical protein;protein_id=KAF7799261.1	320869	NCBI_GP:KAF7799261.1	NA	CDS	NA	NA	NA	cds-KAF7799261.1	EIP86_010493	KAF7799261.1	NA	NA	gnl|WGS:SWBT|EIP86_010493-T1	rna-gnl|WGS:SWBT|EIP86_010493-T1	NA	hypothetical protein	KAF7799261.1	NA	2	NA	NA	NA	NA	NA
Psilocybe	JAACJJ010000003.1_cds_KAF5328622.1_10852_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	kingdom	KAI9478891.1	30	132	1.5799999999999999e-32	17	24	53	Metazoa	Eukaryota;Metazoa;Chordata;Actinopteri;Scombriformes;Scombridae;Scomber;Scomber japonicus	XP_053177250.1	34.2	180	1.5199999999999999e-46	32.27490581409732	30.76923076923077	0.9	1.8289509489532507	0.6514854728851853	0.40161725067385434	8.755	14.231666666666667	5.476666666666667	NA	NA	NA	K20872	367.07	340.6	1.1999999999999998e-102	serine/threonine-protein kinase Nek2 [EC:2.7.11.1]	Pkinase	Protein kinase domain	2.3e-60	205.2	0	4.1e-60	204.4	1	4	JAACJJ010000003.1	Genbank	CDS	885366	885683	.	-	0	ID=cds-KAF5328622.1;Parent=rna-gnl|WGS:JAACJJ|D9619_011632-1_mrna;Dbxref=NCBI_GP:KAF5328622.1;Name=KAF5328622.1;gbkey=CDS;locus_tag=D9619_011632;orig_transcript_id=gnl|WGS:JAACJJ|D9619_011632-1_mrna;product=hypothetical protein;protein_id=KAF5328622.1	1209747	NCBI_GP:KAF5328622.1	NA	CDS	NA	NA	NA	cds-KAF5328622.1	D9619_011632	KAF5328622.1	NA	NA	gnl|WGS:JAACJJ|D9619_011632-1_mrna	rna-gnl|WGS:JAACJJ|D9619_011632-1_mrna	NA	hypothetical protein	KAF5328622.1	NA	9	NA	NA	NA	NA	NA
Psilocybe	JAACJJ010000003.1_cds_KAF5328622.1_10852_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	KAI9478891.1	30	132	1.5799999999999999e-32	17	5	53	Other Eukaryota	Eukaryota;Other Eukaryota;Ciliophora;Oligohymenophorea;Peniculida;Parameciidae;Paramecium;unclassified Paramecium species	CAD8135533.1	32.5	152	1.07e-38	14.20527675652933	14.084507042253522	0.9	1.8289509489532507	0.6514854728851853	0.40161725067385434	8.755	3.076111111111111	-5.67888888888889	NA	NA	NA	K20872	367.07	340.6	1.1999999999999998e-102	serine/threonine-protein kinase Nek2 [EC:2.7.11.1]	Pkinase	Protein kinase domain	2.3e-60	205.2	0	4.1e-60	204.4	1	4	JAACJJ010000003.1	Genbank	CDS	885366	885683	.	-	0	ID=cds-KAF5328622.1;Parent=rna-gnl|WGS:JAACJJ|D9619_011632-1_mrna;Dbxref=NCBI_GP:KAF5328622.1;Name=KAF5328622.1;gbkey=CDS;locus_tag=D9619_011632;orig_transcript_id=gnl|WGS:JAACJJ|D9619_011632-1_mrna;product=hypothetical protein;protein_id=KAF5328622.1	1209747	NCBI_GP:KAF5328622.1	NA	CDS	NA	NA	NA	cds-KAF5328622.1	D9619_011632	KAF5328622.1	NA	NA	gnl|WGS:JAACJJ|D9619_011632-1_mrna	rna-gnl|WGS:JAACJJ|D9619_011632-1_mrna	NA	hypothetical protein	KAF5328622.1	NA	9	NA	NA	NA	NA	NA
Psilocybe	JAACJJ010000015.1_cds_KAF5325149.1_8870_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	kingdom	XP_041227027.1	34.8	51.7	6.41e-8	16	80	99	Bacteria	Bacteria;Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;unclassified Xanthomonadales family;unclassified Xanthomonadales genus;Xanthomonadales bacterium	MBE5314534.1	27.3	56.7	1.53e-9	3.7351766285222783	9.22509225092251	0.9925	0.8540611898675997	0.30422273406086814	0.20923520923520933	13.64373897707231	61.47442680776014	47.83068783068783	NA	NA	NA	K08884	357.6	66.7	1.4e-19	serine/threonine protein kinase, bacterial [EC:2.7.11.1]	VOG00025	sp|Q6QGD3|ENDO1_BPT5 Putative endonuclease	3.1e-15	55.3	0	4e-15	55	1	4	JAACJJ010000015.1	Genbank	CDS	1059494	1060573	.	-	0	ID=cds-KAF5325149.1;Parent=rna-gnl|WGS:JAACJJ|D9619_009775-1_mrna;Dbxref=NCBI_GP:KAF5325149.1;Name=KAF5325149.1;gbkey=CDS;locus_tag=D9619_009775;orig_transcript_id=gnl|WGS:JAACJJ|D9619_009775-1_mrna;product=hypothetical protein;protein_id=KAF5325149.1	2463574	NCBI_GP:KAF5325149.1	NA	CDS	NA	NA	NA	cds-KAF5325149.1	D9619_009775	KAF5325149.1	NA	NA	gnl|WGS:JAACJJ|D9619_009775-1_mrna	rna-gnl|WGS:JAACJJ|D9619_009775-1_mrna	NA	hypothetical protein	KAF5325149.1	NA	1	NA	NA	NA	NA	NA
Psilocybe	JAACJJ010000028.1_cds_KAF5321456.1_1288_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	class	RXW18830.1	33.7	404	2.7299999999999998e-114	4	5	11	Bacteria	Bacteria;Bacteria;Bacteroidota;Cytophagia;Cytophagales;Roseivirgaceae;Roseivirga;unclassified Roseivirga species	MCE7992642.1	33.4	487	2.07e-139	57.841380326770775	18.6307519640853	0.92	1.6767370300521325	0.5972657809947294	0.37662337662337664	2.8809034907597537	3.6611909650924024	0.7802874743326487	NA	NA	NA	K10807	1484.5	610.9	3.199999999999999e-184	ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1]	VOG00122	sp|P45925|YQBI_BACSU Uncharacterized protein YqbI	1.4999999999999995e-131	441.6	0	1.999999999999999e-131	441.3	2	4	JAACJJ010000028.1	Genbank	CDS	4254716	4254748	.	-	0	ID=cds-KAF5321456.1;Parent=rna-gnl|WGS:JAACJJ|D9619_001297-1_mrna;Dbxref=NCBI_GP:KAF5321456.1;Name=KAF5321456.1;gbkey=CDS;locus_tag=D9619_001297;orig_transcript_id=gnl|WGS:JAACJJ|D9619_001297-1_mrna;product=hypothetical protein;protein_id=KAF5321456.1	7646089	NCBI_GP:KAF5321456.1	NA	CDS	NA	NA	NA	cds-KAF5321456.1	D9619_001297	KAF5321456.1	NA	NA	gnl|WGS:JAACJJ|D9619_001297-1_mrna	rna-gnl|WGS:JAACJJ|D9619_001297-1_mrna	NA	hypothetical protein	KAF5321456.1	NA	13	NA	NA	NA	NA	NA
Psilocybe	JAACJJ010000030.1_cds_KAF5318788.1_3543_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	order	KAF8189334.1	65.1	191	1.46e-49	4	13	17	Bacteria	Bacteria;Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces species	EXU69571.1	55.9	241	8.21e-65	35.11444500016063	23.14814814814815	1	0.7871265862012691	0.2803801471686942	0.2100840336134454	3.0705394190871367	6.066804979253112	2.996265560165975	NA	NA	NA	NA	NA	NA	NA	NA	VOG08282	REFSEQ hypothetical protein	0.0032	18.5	3.1	0.76	10.9	1	4	JAACJJ010000030.1	Genbank	CDS	142813	142899	.	+	0	ID=cds-KAF5318788.1;Parent=rna-gnl|WGS:JAACJJ|D9619_010632-1_mrna;Dbxref=NCBI_GP:KAF5318788.1;Name=KAF5318788.1;gbkey=CDS;locus_tag=D9619_010632;orig_transcript_id=gnl|WGS:JAACJJ|D9619_010632-1_mrna;product=hypothetical protein;protein_id=KAF5318788.1	1950633	NCBI_GP:KAF5318788.1	NA	CDS	NA	NA	NA	cds-KAF5318788.1	D9619_010632	KAF5318788.1	NA	NA	gnl|WGS:JAACJJ|D9619_010632-1_mrna	rna-gnl|WGS:JAACJJ|D9619_010632-1_mrna	NA	hypothetical protein	KAF5318788.1	NA	5	NA	NA	NA	NA	NA
Psilocybe	JAACJJ010000033.1_cds_KAF5317515.1_9767_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	species	KAI8916291.1	63.5	69.4	3.76e-13	1	10	11	Metazoa	Eukaryota;Metazoa;Arthropoda;Arachnida;Trombidiformes;Trombidiidae;Dinothrombium;Dinothrombium tinctorium	RWS13961.1	61.5	70.9	1.74e-13	0.7705338441753646	2.1382751247327154	1	0.4394969869215134	0.1565519854537635	0.16883116883116878	0.9788434414668548	8.981664315937941	8.002820874471086	NA	NA	NA	K07442	83.73	82.4	2.299999999999999e-24	tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]	PCMT	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)	0.034	15	0	0.037	14.8	1	4	JAACJJ010000033.1	Genbank	CDS	276531	276535	.	+	0	ID=cds-KAF5317515.1;Parent=rna-gnl|WGS:JAACJJ|D9619_013201-1_mrna;Dbxref=NCBI_GP:KAF5317515.1;Name=KAF5317515.1;gbkey=CDS;locus_tag=D9619_013201;orig_transcript_id=gnl|WGS:JAACJJ|D9619_013201-1_mrna;product=hypothetical protein;protein_id=KAF5317515.1	399455	NCBI_GP:KAF5317515.1	NA	CDS	NA	NA	NA	cds-KAF5317515.1	D9619_013201	KAF5317515.1	NA	NA	gnl|WGS:JAACJJ|D9619_013201-1_mrna	rna-gnl|WGS:JAACJJ|D9619_013201-1_mrna	NA	hypothetical protein	KAF5317515.1	NA	2	NA	NA	NA	NA	NA
